Category,Region,Identifier,Description,Value unit / format,Native periodicity,Source response format,Max history available,Recommended storage horizon,Institution / endpoint,Status,Notes / quirks,In database,Stored periodicity,Stored from,Stored to,Stored observations,Freshness,Open data-quality flags,Synced
Yield curve (real),US,real_yield.US.30Y,"US TIPS real yield, 30Y",%,daily,CSV,full,full,"FRED, DFII30",ok,CPI-linked (TIPS) basis.,yes,weekly,2010-02-26,2026-08-27,862,"fresh (2d old, limit 14d)",—,2026-08-29
Yield curve (real),US,real_yield.US.2Y,"US TIPS real yield, 2Y",%,—,—,,,none found,no source found,No 2y TIPS breakeven is published.,no,—,—,—,—,—,—,2026-08-29
Yield curve (real),UK,real_yield.UK.2Y,"UK index-linked gilt real yield, 2Y",%,daily,xlsx (zipped),"full, via one-time backfill (real workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC real workbook,ok,RPI-linked gilts basis. Same one-time-backfill-then-daily-snapshot approach as the nominal UK curve.,yes,weekly,1985-06-28,2026-08-27,"1,378","fresh (2d old, limit 14d)",gap,2026-08-29
Yield curve (real),UK,real_yield.UK.5Y,"UK index-linked gilt real yield, 5Y",%,daily,xlsx (zipped),"full, via one-time backfill (real workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC real workbook,ok,RPI-linked gilts basis. Same one-time-backfill-then-daily-snapshot approach as the nominal UK curve.,yes,weekly,1985-01-04,2026-08-27,"2,174","fresh (2d old, limit 14d)",—,2026-08-29
Yield curve (real),UK,real_yield.UK.10Y,"UK index-linked gilt real yield, 10Y",%,daily,xlsx (zipped),"full, via one-time backfill (real workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC real workbook,ok,RPI-linked gilts basis. Same one-time-backfill-then-daily-snapshot approach as the nominal UK curve.,yes,weekly,1985-01-04,2026-08-27,"2,174","fresh (2d old, limit 14d)",—,2026-08-29
Yield curve (real),UK,real_yield.UK.30Y,"UK index-linked gilt real yield, 30Y",%,daily,xlsx (zipped),"full, via one-time backfill (real workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC real workbook,ok,RPI-linked gilts basis. Same one-time-backfill-then-daily-snapshot approach as the nominal UK curve.,yes,weekly,2016-01-08,2026-08-27,556,"fresh (2d old, limit 14d)",—,2026-08-29
Eurozone spread (benchmark leg),DE,spread_benchmark.DE,"Germany 10y-equivalent, ECB long-term rate series (benchmark leg for FR/IT/ES spreads)",%,monthly,CSV,not measured this pass,match FR/IT/ES,"ECB Data Portal, IRS/M.DE.L.L40.CI.0000.EUR.N.Z",ok,Deliberately NOT the Bundesbank daily curve — ECB's German figure (3.07) differs from Bundesbank's (3.22); mixing sources would put a methodology gap into the spread.,yes,monthly,2011-09-01,2026-07-01,179,"fresh (59d old, limit 70d)",—,2026-08-29
Eurozone spread,EZ,spread.FR,"France vs. Bund (ECB benchmark leg), sovereign spread",bp,monthly,CSV,not measured this pass,match benchmark leg,"ECB Data Portal, IRS/M.FR.L.L40.CI.0000.EUR.N.Z",ok,Both legs of the spread must come from this same ECB series family — never mix in the Bundesbank curve for the German leg.,yes,monthly,2011-09-01,2026-07-01,179,"fresh (59d old, limit 70d)",—,2026-08-29
Eurozone spread,EZ,spread.IT,"Italy vs. Bund (ECB benchmark leg), sovereign spread",bp,monthly,CSV,not measured this pass,match benchmark leg,"ECB Data Portal, IRS/M.IT.L.L40.CI.0000.EUR.N.Z",ok,Both legs of the spread must come from this same ECB series family — never mix in the Bundesbank curve for the German leg.,yes,monthly,2011-09-01,2026-07-01,179,"fresh (59d old, limit 70d)",—,2026-08-29
Eurozone spread,EZ,spread.ES,"Spain vs. Bund (ECB benchmark leg), sovereign spread",bp,monthly,CSV,not measured this pass,match benchmark leg,"ECB Data Portal, IRS/M.ES.L.L40.CI.0000.EUR.N.Z",ok,Both legs of the spread must come from this same ECB series family — never mix in the Bundesbank curve for the German leg.,yes,monthly,2011-09-01,2026-07-01,179,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,US,cpi.US,"US headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.US?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,298,"fresh (59d old, limit 70d)",gap,2026-08-29
CPI,UK,cpi.UK,"UK headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.GB?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,EZ,cpi.EZ,"EZ headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.XM?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,DE,cpi.DE,"DE headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.DE?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,CH,cpi.CH,"CH headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.CH?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,CN,cpi.CN,"CN headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.CN?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,JP,cpi.JP,"JP headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.JP?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
CPI,NO,cpi.NO,"NO headline CPI, YoY % and index level","% YoY (unit 771) + index level (unit 628, same response)",monthly,CSV,~25y (startPeriod widened 2026-08-28),25y,"BIS Data Portal, WS_LONG_CPI/1.0/M.NO?format=csv",ok,One response carries both unit codes — filtering on unit_measure is mandatory or the two get mixed.,yes,monthly,2001-09-01,2026-07-01,299,"fresh (59d old, limit 70d)",—,2026-08-29
Inflation expectations (market),US,inflexp.US.market.5y,"US market-implied breakeven, 5y, CPI basis",%,daily,CSV,full,full,"FRED, T5YIE",ok,,yes,weekly,2003-01-03,2026-08-28,"1,235","fresh (1d old, limit 14d)",—,2026-08-29
Inflation expectations (market),US,inflexp.US.market.10y,"US market-implied breakeven, 10y, CPI basis",%,daily,CSV,full,full,"FRED, T10YIE",ok,,yes,weekly,2003-01-03,2026-08-28,"1,235","fresh (1d old, limit 14d)",—,2026-08-29
Inflation expectations (market),US,inflexp.US.market.5y5y_fwd,"US market-implied breakeven, 5y5y_fwd, CPI basis",%,daily,CSV,full,full,"FRED, T5YIFR",ok,,yes,weekly,2003-01-03,2026-08-28,"1,235","fresh (1d old, limit 14d)",—,2026-08-29
Inflation expectations (model),US,inflexp.US.model.1y,"US Cleveland Fed model-implied, 1y, CPI basis",%,monthly,CSV,full,full,"FRED, EXPINF1YR",ok,"Model-implied (TIPS + swaps + survey blend), badged as such — no 1y TIPS breakeven is published so this is the standard stand-in.",yes,monthly,1982-01-01,2026-08-01,536,"fresh (28d old, limit 70d)",—,2026-08-29
Inflation expectations (model),US,inflexp.US.model.5y,"US Cleveland Fed model-implied, 5y, CPI basis",%,monthly,CSV,full,full,"FRED, EXPINF5YR",ok,"Model-implied (TIPS + swaps + survey blend), badged as such — no 1y TIPS breakeven is published so this is the standard stand-in.",yes,monthly,1982-01-01,2026-08-01,536,"fresh (28d old, limit 70d)",—,2026-08-29
Inflation expectations (model),US,inflexp.US.model.10y,"US Cleveland Fed model-implied, 10y, CPI basis",%,monthly,CSV,full,full,"FRED, EXPINF10YR",ok,"Model-implied (TIPS + swaps + survey blend), badged as such — no 1y TIPS breakeven is published so this is the standard stand-in.",yes,monthly,1982-01-01,2026-08-01,536,"fresh (28d old, limit 70d)",—,2026-08-29
Inflation expectations (market),UK,inflexp.UK.2y,"UK market-implied breakeven, 2y, RPI basis",%,daily,xlsx (zipped),"full, via one-time backfill (inflation workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC inflation workbook,ok,"RPI-based, not CPI — runs ~0.8-1.0pp above the CPI-basis figure. Must never be compared directly to US/model CPI breakevens without noting the basis.",yes,weekly,1985-06-28,2026-08-27,"1,378","fresh (2d old, limit 14d)",gap,2026-08-29
Inflation expectations (market),UK,inflexp.UK.5y,"UK market-implied breakeven, 5y, RPI basis",%,daily,xlsx (zipped),"full, via one-time backfill (inflation workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC inflation workbook,ok,"RPI-based, not CPI — runs ~0.8-1.0pp above the CPI-basis figure. Must never be compared directly to US/model CPI breakevens without noting the basis.",yes,weekly,1985-01-04,2026-08-27,"2,174","fresh (2d old, limit 14d)",—,2026-08-29
Inflation expectations (market),UK,inflexp.UK.10y,"UK market-implied breakeven, 10y, RPI basis",%,daily,xlsx (zipped),"full, via one-time backfill (inflation workbook has its own archive zip)","full (one-time backfill), then daily incremental",BoE GLC inflation workbook,ok,"RPI-based, not CPI — runs ~0.8-1.0pp above the CPI-basis figure. Must never be compared directly to US/model CPI breakevens without noting the basis.",yes,weekly,1985-01-04,2026-08-27,"2,174","fresh (2d old, limit 14d)",—,2026-08-29
Inflation expectations,EZ,inflexp.EZ,Eurozone inflation expectations,%,—,—,"n/a — instrument is a traded OTC swap, not a published free feed",,none free (paid: Bloomberg/Refinitiv/ICE),"exists, not free","Practitioner standard is the EUR HICPx zero-coupon inflation swap — it trades and is real, but is not published free anywhere. ECB FM dataflow's 'ILS' codes turned out to be Israeli shekel, not inflation-linked-swap.",no,—,—,—,—,—,—,2026-08-29
Inflation expectations,DE,inflexp.DE,Germany inflation expectations (break-even),%,daily (as displayed),"web chart, no confirmed API","n/a — publicly displayed, not confirmed downloadable",,"Deutsche Finanzagentur (page, not API)","exists, not free","deutsche-finanzagentur.de publishes 'Break-even Inflation Rates' as a live chart — the number is real and current, but no CSV/API was found behind it. Bundesbank's REST API has no matching series. Worth one more look at the page's underlying network calls (not reachable via a text-only fetch) before concluding it's fully closed.",no,—,—,—,—,—,—,2026-08-29
Inflation expectations,FR,inflexp.FR,"France inflation expectations (real yield, buildable into a breakeven)",%,not yet confirmed (Webstat's FM dataflow cadence),CSV/API (SDMX),not yet confirmed,not yet confirmed,"Banque de France Webstat, FM dataflow, key pattern <area>.FM.M.FR.EUR.FR2.BB.FR30YT_RR.YLD",descoped,"Confirmed reachable and real — this is not a gap, it's a scope choice: France isn't one of the 8 tracked regions, so this wasn't added. Revisit if that scope decision changes; the lead doesn't go stale.",no,—,—,—,—,—,—,2026-08-29
Inflation expectations,CN,inflexp.CN,China inflation expectations,%,—,—,,,none found,no source found,"No accessible CNY inflation-linked market data found. Unlike Switzerland/Norway below, whether a liquid CNY inflation-linked bond market exists at all was not conclusively confirmed either way this pass — treat as 'not found', not 'confirmed impossible'.",no,—,—,—,—,—,—,2026-08-29
Inflation expectations,JP,inflexp.JP,Japan inflation expectations (JGBi),%,—,—,"n/a — instrument exists (JGBi, auctioned by MOF), no yield feed found",,"MOF publishes JGBi info, no yield series","exists, not free","JGBi (Japan's inflation-indexed government bonds) are real and auctioned by MOF, but MOF's JGBi page (mof.go.jp) is explanatory only — no yield time series, no CSV, no equivalent to the working nominal jgbcme.csv source.",no,—,—,—,—,—,—,2026-08-29
GDP growth,US,gdp.US,"US real GDP, chain-linked volume, local currency, seasonally adjusted (level; YoY/QoQ derived downstream)","index/level (national currency, chain-linked)",quarterly,CSV,full,full,"FRED, GDPC1",ok,FRED's own OECD-sourced growth-rate series are discontinued (frozen at 200 OK) — level series + derived growth is the only reliable path.,yes,quarterly,1947-01-01,2026-04-01,318,"fresh (150d old, limit 200d)",—,2026-08-29
GDP growth,DE,gdp.DE,"DE real GDP, chain-linked volume, local currency, seasonally adjusted (level; YoY/QoQ derived downstream)","index/level (national currency, chain-linked)",quarterly,CSV,full,full,"FRED, CLVMNACSCAB1GQDE",ok,FRED's own OECD-sourced growth-rate series are discontinued (frozen at 200 OK) — level series + derived growth is the only reliable path.,yes,quarterly,1991-01-01,2026-04-01,142,"fresh (150d old, limit 200d)",—,2026-08-29
GDP growth,CH,gdp.CH,"CH real GDP, chain-linked volume, local currency, seasonally adjusted (level; YoY/QoQ derived downstream)","index/level (national currency, chain-linked)",quarterly,CSV,full,full,"FRED, CLVMNACSCAB1GQCH",ok,FRED's own OECD-sourced growth-rate series are discontinued (frozen at 200 OK) — level series + derived growth is the only reliable path.,yes,quarterly,1995-01-01,2026-04-01,126,"fresh (150d old, limit 200d)",—,2026-08-29
GDP growth,JP,gdp.JP,"JP real GDP, chain-linked volume, local currency, seasonally adjusted (level; YoY/QoQ derived downstream)","index/level (national currency, chain-linked)",quarterly,CSV,full,full,"FRED, JPNRGDPEXP",ok,FRED's own OECD-sourced growth-rate series are discontinued (frozen at 200 OK) — level series + derived growth is the only reliable path.,yes,quarterly,1994-01-01,2026-04-01,130,"fresh (150d old, limit 200d)",—,2026-08-29
GDP growth,NO,gdp.NO,"NO real GDP, chain-linked volume, local currency, seasonally adjusted (level; YoY/QoQ derived downstream)","index/level (national currency, chain-linked)",quarterly,CSV,full,full,"FRED, CLVMNACSCAB1GQNO",stale,FRED's own OECD-sourced growth-rate series are discontinued (frozen at 200 OK) — level series + derived growth is the only reliable path.,yes,quarterly,1978-01-01,2026-01-01,193,"STALE (240d old, limit 200d)",stale,2026-08-29
GDP growth,CN,gdp.CN,"CN real GDP, chain-linked volume, local currency, seasonally adjusted (level; YoY/QoQ derived downstream)","index/level (national currency, chain-linked)",annual (only real-GDP series available for China),CSV,full,full,"FRED, NGDPRXDCCNA",ok,FRED's own OECD-sourced growth-rate series are discontinued (frozen at 200 OK) — level series + derived growth is the only reliable path.,yes,annual,2011-01-01,2025-01-01,15,"fresh (605d old, limit 730d)",—,2026-08-29
GDP growth,UK,gdp.UK,"UK real GDP, monthly index (level; YoY/QoQ derived downstream)",index (chain-linked volume),monthly,JSON (ONS time series API),"1997-01 onward (354 monthly observations, confirmed 2026-08-29)",full,"ONS, series ECY2 in dataset MGDP — ons.gov.uk/economy/grossdomesticproductgdp/timeseries/ecy2/mgdp/data",ok,"Switched 2026-08-28 from FRED's quarterly NGDPRSAXDCGBQ; endpoint corrected 2026-08-29. The .../current/mgdp.csv path previously named here returns 404 — the working endpoint is the ONS time series API, which serves JSON. Observations are under 'months', dated ""1997 JAN"", so they must be parsed against an explicit month map rather than a locale-dependent format. Confirmed live: ONS carried 2026-06 where FRED's UK series stopped at 2026-Q1, so this is monthly AND two quarters fresher. ONS titles it 'Gross Value Added - Monthly': UK monthly GDP IS the output-approach GVA index, so the description must say GVA rather than plain GDP. History starts 1997-01, where FRED's quarterly series reached 1955 — frequency and freshness traded for depth.",yes,monthly,1997-01-01,2026-06-01,354,"fresh (89d old, limit 120d)",—,2026-08-29
GDP growth,EZ,gdp.EZ,"Eurozone real GDP, chain-linked volume (level; YoY/QoQ derived downstream)",index/level (chain-linked volume),quarterly,JSON-stat (JSON),"1995-Q1 onward (126 quarterly observations, confirmed 2026-08-29)",full,"Eurostat, dataset namq_10_gdp — ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/namq_10_gdp?geo=EA20&unit=CLV15_MEUR&s_adj=SCA&na_item=B1GQ&freq=Q",ok,"Corrected 2026-08-29. The dataset previously named here, teina011, does NOT work: it carries only percentage CHANGES (PCH_Q1_SCA / PCH_Q4_SCA / PCH_Q4_NSA) over a rolling 12 quarters and publishes no level series at all. The pipeline derives growth from LEVELS so every region shares one definition (FRED's OECD growth series are discontinued — see SPEC.md's endpoint appendix), and 12 points cannot resolve a percentile window either. namq_10_gdp is the quarterly national accounts behind teina011 and gives the level. Second, independent reason the switch off FRED is right: this is EA20, the current euro-area membership, where FRED's CLVMNACSCAB1GQEA19 is the superseded EA19. Response is JSON-stat: 'value' is a sparse {flat_index: number} map and the time dimension carries {period_label: index}, so the two join by index, not by position. sinceTimePeriod genuinely bounds the response (126 rows -> 6).",yes,quarterly,1995-01-01,2026-04-01,126,"fresh (150d old, limit 200d)",—,2026-08-29
Valuation,US,valuation.US.cape,"US CAPE / Shiller P/E, S&P 500",ratio (x),monthly,"xls (legacy .xls, needs xlrd)",full (1871→file end),full,"Shiller/Yale, ie_data.xls",stale,"Source file itself currently ends 2024-09 — genuine publication lag at Shiller's end, not a fetch bug. Two-row header; match the lower row where col 0 == 'Date'; dates are fractional (1871.01 = Jan).",yes,monthly,1881-01-01,2024-09-01,"1,725","STALE (727d old, limit 70d)",stale,2026-08-29
Equity risk premium,US,erp.US,"US implied ERP (FCFE basis), S&P 500","% (fraction in source, x100 for display)",annual,xls,full,full,"Damodaran/NYU Stern, histimpl.xls",ok,"Use 'Implied ERP (FCFE)' column specifically — 'Implied Premium (DDM)' sits beside it and is a different, materially lower measure (1.69% vs 4.23% for 2025).",yes,annual,1961-12-31,2025-12-31,65,"fresh (241d old, limit 730d)",—,2026-08-29
Valuation,UK,valuation.UK,"UK trailing P/E, P/B, P/S and EV multiples, aggregated by country (NOT cyclically-adjusted — not comparable to US CAPE)",ratio (x),irregular (Damodaran's update cadence; treat as current-snapshot unless dated archives are confirmed at build time),xls/xlsx,"current snapshot only, unless year-stamped archive files (matching ctryprem's pattern) are confirmed to exist at build time",snapshot now; investigate archive depth at build time,"Damodaran/NYU Stern, countrystats.xls",planned (v2),"Added 2026-08-28. Same institution as the two US rows above — a consolidation win, not a new dependency. Confirm at build time whether prior-year snapshots are archived the way ctryprem.xlsx's are.",no,—,—,—,—,—,—,2026-08-29
Valuation,DE,valuation.DE,"DE trailing P/E, P/B, P/S and EV multiples, aggregated by country (NOT cyclically-adjusted — not comparable to US CAPE)",ratio (x),irregular (Damodaran's update cadence; treat as current-snapshot unless dated archives are confirmed at build time),xls/xlsx,"current snapshot only, unless year-stamped archive files (matching ctryprem's pattern) are confirmed to exist at build time",snapshot now; investigate archive depth at build time,"Damodaran/NYU Stern, countrystats.xls",planned (v2),"Added 2026-08-28. Same institution as the two US rows above — a consolidation win, not a new dependency. Confirm at build time whether prior-year snapshots are archived the way ctryprem.xlsx's are.",no,—,—,—,—,—,—,2026-08-29
Valuation,CH,valuation.CH,"CH trailing P/E, P/B, P/S and EV multiples, aggregated by country (NOT cyclically-adjusted — not comparable to US CAPE)",ratio (x),irregular (Damodaran's update cadence; treat as current-snapshot unless dated archives are confirmed at build time),xls/xlsx,"current snapshot only, unless year-stamped archive files (matching ctryprem's pattern) are confirmed to exist at build time",snapshot now; investigate archive depth at build time,"Damodaran/NYU Stern, countrystats.xls",planned (v2),"Added 2026-08-28. Same institution as the two US rows above — a consolidation win, not a new dependency. Confirm at build time whether prior-year snapshots are archived the way ctryprem.xlsx's are.",no,—,—,—,—,—,—,2026-08-29
Valuation,CN,valuation.CN,"CN trailing P/E, P/B, P/S and EV multiples, aggregated by country (NOT cyclically-adjusted — not comparable to US CAPE)",ratio (x),irregular (Damodaran's update cadence; treat as current-snapshot unless dated archives are confirmed at build time),xls/xlsx,"current snapshot only, unless year-stamped archive files (matching ctryprem's pattern) are confirmed to exist at build time",snapshot now; investigate archive depth at build time,"Damodaran/NYU Stern, countrystats.xls",planned (v2),"Added 2026-08-28. Same institution as the two US rows above — a consolidation win, not a new dependency. Confirm at build time whether prior-year snapshots are archived the way ctryprem.xlsx's are.",no,—,—,—,—,—,—,2026-08-29
Valuation,JP,valuation.JP,"JP trailing P/E, P/B, P/S and EV multiples, aggregated by country (NOT cyclically-adjusted — not comparable to US CAPE)",ratio (x),irregular (Damodaran's update cadence; treat as current-snapshot unless dated archives are confirmed at build time),xls/xlsx,"current snapshot only, unless year-stamped archive files (matching ctryprem's pattern) are confirmed to exist at build time",snapshot now; investigate archive depth at build time,"Damodaran/NYU Stern, countrystats.xls",planned (v2),"Added 2026-08-28. Same institution as the two US rows above — a consolidation win, not a new dependency. Confirm at build time whether prior-year snapshots are archived the way ctryprem.xlsx's are.",no,—,—,—,—,—,—,2026-08-29
Valuation,NO,valuation.NO,"NO trailing P/E, P/B, P/S and EV multiples, aggregated by country (NOT cyclically-adjusted — not comparable to US CAPE)",ratio (x),irregular (Damodaran's update cadence; treat as current-snapshot unless dated archives are confirmed at build time),xls/xlsx,"current snapshot only, unless year-stamped archive files (matching ctryprem's pattern) are confirmed to exist at build time",snapshot now; investigate archive depth at build time,"Damodaran/NYU Stern, countrystats.xls",planned (v2),"Added 2026-08-28. Same institution as the two US rows above — a consolidation win, not a new dependency. Confirm at build time whether prior-year snapshots are archived the way ctryprem.xlsx's are.",no,—,—,—,—,—,—,2026-08-29
Valuation,EZ,valuation.EZ,Eurozone trailing multiples (bloc-level),ratio (x),—,—,,,none — Damodaran has no single Eurozone line,descoped,"Damodaran's countrystats.xls has member countries only, no 'Eurozone' aggregate — decided 2026-08-28 to leave this blank rather than substitute Germany's figure for it, same principle as not substituting the Bundesbank curve for the ECB's blended one. Germany's own row above is unaffected and real.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,UK,erp.UK,UK country risk premium (Damodaran rating-based method — NOT the earnings-yield-implied construct used for the US row),%,annual,xlsx,back to 2001 (year-stamped archive files confirmed to exist),back to 2001,"Damodaran/NYU Stern, ctryprem.xlsx",planned (v2),"Added 2026-08-28. Same institution as US ERP and the new valuation rows above. Several developed markets can share an identical figure in a given year (the rating-based method compresses all top-rated sovereigns toward the same spread) — expected, not a bug.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,DE,erp.DE,DE country risk premium (Damodaran rating-based method — NOT the earnings-yield-implied construct used for the US row),%,annual,xlsx,back to 2001 (year-stamped archive files confirmed to exist),back to 2001,"Damodaran/NYU Stern, ctryprem.xlsx",planned (v2),"Added 2026-08-28. Same institution as US ERP and the new valuation rows above. Several developed markets can share an identical figure in a given year (the rating-based method compresses all top-rated sovereigns toward the same spread) — expected, not a bug.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,CH,erp.CH,CH country risk premium (Damodaran rating-based method — NOT the earnings-yield-implied construct used for the US row),%,annual,xlsx,back to 2001 (year-stamped archive files confirmed to exist),back to 2001,"Damodaran/NYU Stern, ctryprem.xlsx",planned (v2),"Added 2026-08-28. Same institution as US ERP and the new valuation rows above. Several developed markets can share an identical figure in a given year (the rating-based method compresses all top-rated sovereigns toward the same spread) — expected, not a bug.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,CN,erp.CN,CN country risk premium (Damodaran rating-based method — NOT the earnings-yield-implied construct used for the US row),%,annual,xlsx,back to 2001 (year-stamped archive files confirmed to exist),back to 2001,"Damodaran/NYU Stern, ctryprem.xlsx",planned (v2),"Added 2026-08-28. Same institution as US ERP and the new valuation rows above. Several developed markets can share an identical figure in a given year (the rating-based method compresses all top-rated sovereigns toward the same spread) — expected, not a bug.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,JP,erp.JP,JP country risk premium (Damodaran rating-based method — NOT the earnings-yield-implied construct used for the US row),%,annual,xlsx,back to 2001 (year-stamped archive files confirmed to exist),back to 2001,"Damodaran/NYU Stern, ctryprem.xlsx",planned (v2),"Added 2026-08-28. Same institution as US ERP and the new valuation rows above. Several developed markets can share an identical figure in a given year (the rating-based method compresses all top-rated sovereigns toward the same spread) — expected, not a bug.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,NO,erp.NO,NO country risk premium (Damodaran rating-based method — NOT the earnings-yield-implied construct used for the US row),%,annual,xlsx,back to 2001 (year-stamped archive files confirmed to exist),back to 2001,"Damodaran/NYU Stern, ctryprem.xlsx",planned (v2),"Added 2026-08-28. Same institution as US ERP and the new valuation rows above. Several developed markets can share an identical figure in a given year (the rating-based method compresses all top-rated sovereigns toward the same spread) — expected, not a bug.",no,—,—,—,—,—,—,2026-08-29
Equity risk premium,EZ,erp.EZ,Eurozone country risk premium (bloc-level),%,—,—,,,none — ctryprem.xlsx has no single Eurozone line,descoped,Same reasoning as Valuation/EZ above — ctryprem.xlsx has member countries only. Left blank rather than substituting Germany's figure. Germany's own row above is unaffected and real.,no,—,—,—,—,—,—,2026-08-29
Credit spread,US,credit.US.ig_oas,US investment-grade OAS (ICE BofA),bp,daily,CSV,~3y — ICE licensing cap on FRED's free tier; explicit cosd= back-dating has no effect,3y (source ceiling — not a pipeline choice),"FRED, BAMLC0A0CM",ok,Percentile context can only resolve the 'full' window given the 3y cap; 5y/10y will correctly stay hidden.,yes,weekly,2023-09-01,2026-08-27,157,"fresh (2d old, limit 14d)",—,2026-08-29
Credit spread,US,credit.US.hy_oas,US high-yield OAS (ICE BofA),bp,daily,CSV,~3y (same ICE cap),3y (source ceiling),"FRED, BAMLH0A0HYM2",ok,Same 3y cap as the IG series.,yes,weekly,2023-09-01,2026-08-27,157,"fresh (2d old, limit 14d)",—,2026-08-29
Credit spread,EZ,credit.EZ.hy_oas,Euro high-yield OAS (ICE BofA),bp,daily,CSV,not measured this pass — check same ~3y cap,3y (assume same cap until checked),"FRED, BAMLHE00EHYIOAS",ok,"Found 2026-08-28, contrary to the earlier assumption of US-only OAS. No free euro *investment-grade* OAS exists, so an EZ cost-of-capital stack would mix HY here with IG in the US row — flagged as a comparability risk, not wired blindly.",yes,weekly,2023-09-01,2026-08-27,157,"fresh (2d old, limit 14d)",—,2026-08-29
Credit spread,EM,credit.EM.corp_oas,EM corporate OAS (ICE BofA),bp,daily,CSV,not measured this pass,3y (assume same cap until checked),"FRED, BAMLEMCBPIOAS",ok,"Found 2026-08-28, same caveat as the Euro HY series.",yes,weekly,2023-09-01,2026-08-27,157,"fresh (2d old, limit 14d)",—,2026-08-29
Liquidity cycle,US,sloos.US.ci_large,"Fed Senior Loan Officer Survey — net % tightening C&I loan standards, large/medium firms",% net tightening,quarterly,CSV,1990→now (not capped),full,"FRED, DRTSCILM",ok,"Unlike the OAS series, this one is not capped — full history resolves normally.",yes,quarterly,1990-04-01,2026-07-01,146,"fresh (59d old, limit 200d)",—,2026-08-29
Cross-asset proxy,Global,bond_proxy.IEF,US Treasury 7-10y total-return proxy — correlation heatmap 'bonds' leg (medium duration),index points (ETF price),daily,yfinance object,full,full,"Yahoo Finance, IEF",ok,"No yield-curve equivalent exists in the pipeline today (yields, not tradeable returns) — this is the one genuinely new instrument V2 introduces. Decided 2026-08-28: carry both IEF and TLT rather than picking one duration — cheap to store, and duration materially changes the correlation story.",yes,weekly,2002-08-02,2026-08-27,"1,257","fresh (2d old, limit 14d)",—,2026-08-29
